DEBUG get_query: SELECT value FROM industry WHERE name = ? AND pid = ?
DEBUG set_query: UPDATE industry SET value = ? WHERE name = ? AND pid = ?
DEBUG EnipProtocol server addr:  192.168.1.15
DEBUG: concatenating server address with default port.
DEBUG enip server tags_string:  MV101:1=INT LIT101:1=REAL P101:1=INT 
DEBUG enip _start_server cmd:  ['/usr/bin/python', '-m', 'cpppo.server.enip', '--print', '--log', 'logs/protocols_tests_enip_server', '--address', '192.168.1.15:44818', 'MV101:1=INT', 'LIT101:1=REAL', 'P101:1=INT']
DEBUG: in pre_loop
main loop
Entering while
No attack detected
DEBUG received : 0.55733
DEBUG estimated : 0.42243
DEBUG received : 0.55733
DEBUG estimated : 0.42276
DEBUG received : 0.55733
DEBUG estimated : 0.42309
DEBUG received : 0.55733
DEBUG estimated : 0.42343
DEBUG received : 0.55733
DEBUG estimated : 0.42376
DEBUG received : 0.55733
DEBUG estimated : 0.42409
DEBUG received : 0.55733
DEBUG estimated : 0.42443
DEBUG received : 0.55733
DEBUG estimated : 0.42476
DEBUG received : 0.55733
DEBUG estimated : 0.42509
DEBUG received : 0.55733
DEBUG estimated : 0.42543
DEBUG received : 0.55733
DEBUG estimated : 0.42576
DEBUG received : 0.55733
DEBUG estimated : 0.42609
DEBUG received : 0.55733
DEBUG estimated : 0.42643
DEBUG received : 0.55733
DEBUG estimated : 0.42676
DEBUG received : 0.55733
DEBUG estimated : 0.42709
DEBUG received : 0.55733
DEBUG estimated : 0.42743
DEBUG received : 0.55733
DEBUG estimated : 0.42776
DEBUG received : 0.55733
DEBUG estimated : 0.42809
DEBUG received : 0.55733
DEBUG estimated : 0.42843
DEBUG received : 0.55733
DEBUG estimated : 0.42876
DEBUG received : 0.55733
DEBUG estimated : 0.42909
DEBUG received : 0.55733
DEBUG estimated : 0.42943
DEBUG received : 0.55733
DEBUG estimated : 0.42976
DEBUG received : 0.55733
DEBUG estimated : 0.43009
DEBUG received : 0.55733
DEBUG estimated : 0.43043
DEBUG received : 0.55733
DEBUG estimated : 0.43076
DEBUG received : 0.55733
DEBUG estimated : 0.43109
DEBUG received : 0.55733
DEBUG estimated : 0.43143
DEBUG received : 0.55733
DEBUG estimated : 0.43176
DEBUG received : 0.55733
DEBUG estimated : 0.43209
DEBUG received : 0.55733
DEBUG estimated : 0.43243
DEBUG received : 0.55733
DEBUG estimated : 0.43276
DEBUG received : 0.55733
DEBUG estimated : 0.43309
DEBUG received : 0.55733
DEBUG estimated : 0.43343
DEBUG received : 0.55733
DEBUG estimated : 0.43376
DEBUG received : 0.55733
DEBUG estimated : 0.43409
DEBUG received : 0.55733
DEBUG estimated : 0.43443
DEBUG received : 0.55733
DEBUG estimated : 0.43476
DEBUG received : 0.55733
DEBUG estimated : 0.43509
DEBUG received : 0.55733
DEBUG estimated : 0.43543
DEBUG received : 0.55733
DEBUG estimated : 0.43576
DEBUG received : 0.55733
DEBUG estimated : 0.43609
DEBUG received : 0.55733
DEBUG estimated : 0.43643
DEBUG received : 0.55733
DEBUG estimated : 0.43676
DEBUG received : 0.55733
DEBUG estimated : 0.43709
DEBUG received : 0.55733
DEBUG estimated : 0.43743
DEBUG received : 0.55733
DEBUG estimated : 0.43776
DEBUG received : 0.55733
DEBUG estimated : 0.43809
DEBUG received : 0.55733
DEBUG estimated : 0.43843
DEBUG received : 0.55733
DEBUG estimated : 0.43876
DEBUG received : 0.55733
DEBUG estimated : 0.43909
DEBUG received : 0.55733
DEBUG estimated : 0.43943
DEBUG received : 0.55733
DEBUG estimated : 0.43976
DEBUG received : 0.55733
DEBUG estimated : 0.44009
DEBUG received : 0.55733
DEBUG estimated : 0.44043
DEBUG received : 0.55733
DEBUG estimated : 0.44076
DEBUG received : 0.55733
DEBUG estimated : 0.44109
DEBUG received : 0.55733
DEBUG estimated : 0.44143
DEBUG received : 0.55733
DEBUG estimated : 0.44176
DEBUG received : 0.55733
DEBUG estimated : 0.44209
DEBUG received : 0.55733
DEBUG estimated : 0.44243
DEBUG received : 0.55733
DEBUG estimated : 0.44276
DEBUG received : 0.55733
DEBUG estimated : 0.44309
DEBUG received : 0.55733
DEBUG estimated : 0.44343
DEBUG received : 0.55733
DEBUG estimated : 0.44376
DEBUG received : 0.55733
DEBUG estimated : 0.44409
DEBUG received : 0.55733
DEBUG estimated : 0.44443
DEBUG received : 0.55733
DEBUG estimated : 0.44476
DEBUG received : 0.55733
DEBUG estimated : 0.44509
DEBUG received : 0.55733
DEBUG estimated : 0.44543
DEBUG received : 0.55733
DEBUG estimated : 0.44576
DEBUG received : 0.55733
DEBUG estimated : 0.44609
DEBUG received : 0.55733
DEBUG estimated : 0.44643
DEBUG received : 0.55733
DEBUG estimated : 0.44676
DEBUG received : 0.55733
DEBUG estimated : 0.44709
DEBUG received : 0.55733
DEBUG estimated : 0.44743
DEBUG received : 0.55733
DEBUG estimated : 0.44776
DEBUG received : 0.55733
DEBUG estimated : 0.44809
DEBUG received : 0.55733
DEBUG estimated : 0.44843
DEBUG received : 0.55733
DEBUG estimated : 0.44876
DEBUG received : 0.55733
DEBUG estimated : 0.44909
DEBUG received : 0.55733
DEBUG estimated : 0.44943
DEBUG received : 0.55733
DEBUG estimated : 0.44976
DEBUG received : 0.55733
DEBUG estimated : 0.45009
DEBUG received : 0.55733
DEBUG estimated : 0.45043
DEBUG received : 0.55733
DEBUG estimated : 0.45076
DEBUG received : 0.55733
DEBUG estimated : 0.45109
DEBUG received : 0.55733
DEBUG estimated : 0.45143
DEBUG received : 0.55733
DEBUG estimated : 0.45176
DEBUG received : 0.55733
DEBUG estimated : 0.45209
DEBUG received : 0.55733
DEBUG estimated : 0.45243
DEBUG received : 0.55733
DEBUG estimated : 0.45276
DEBUG received : 0.55733
DEBUG estimated : 0.45309
DEBUG received : 0.55733
DEBUG estimated : 0.45343
DEBUG received : 0.55733
DEBUG estimated : 0.45376
DEBUG received : 0.55733
DEBUG estimated : 0.45409
DEBUG received : 0.55733
DEBUG estimated : 0.45443
DEBUG received : 0.55733
DEBUG estimated : 0.45476
DEBUG received : 0.55733
DEBUG estimated : 0.45509
DEBUG received : 0.55733
DEBUG estimated : 0.45543
DEBUG received : 0.55733
DEBUG estimated : 0.45576
DEBUG received : 0.55733
DEBUG estimated : 0.45609
DEBUG received : 0.55733
DEBUG estimated : 0.45643
DEBUG received : 0.55733
DEBUG estimated : 0.45676
DEBUG received : 0.55733
DEBUG estimated : 0.45709
DEBUG received : 0.55733
DEBUG estimated : 0.45743
DEBUG received : 0.55733
DEBUG estimated : 0.45776
DEBUG received : 0.55733
DEBUG estimated : 0.45809
DEBUG received : 0.55733
DEBUG estimated : 0.45843
DEBUG received : 0.55733
DEBUG estimated : 0.45876
DEBUG received : 0.55733
DEBUG estimated : 0.45909
DEBUG received : 0.55733
DEBUG estimated : 0.45943
DEBUG received : 0.55733
DEBUG estimated : 0.45976
DEBUG received : 0.55733
DEBUG estimated : 0.46009
DEBUG received : 0.55733
DEBUG estimated : 0.46043
DEBUG received : 0.55733
DEBUG estimated : 0.46076
DEBUG received : 0.55733
DEBUG estimated : 0.46109
DEBUG received : 0.55733
DEBUG estimated : 0.46143
DEBUG received : 0.55733
DEBUG estimated : 0.46176
DEBUG received : 0.55733
DEBUG estimated : 0.46209
DEBUG received : 0.55733
DEBUG estimated : 0.46243
DEBUG received : 0.55733
DEBUG estimated : 0.46276
DEBUG received : 0.55733
DEBUG estimated : 0.46309
DEBUG received : 0.55733
DEBUG estimated : 0.46343
DEBUG received : 0.55733
DEBUG estimated : 0.46376
DEBUG received : 0.55733
DEBUG estimated : 0.46409
DEBUG received : 0.55733
DEBUG estimated : 0.46443
DEBUG received : 0.55733
DEBUG estimated : 0.46476
DEBUG received : 0.55733
DEBUG estimated : 0.46509
DEBUG received : 0.55733
DEBUG estimated : 0.46543
DEBUG received : 0.55733
DEBUG estimated : 0.46576
DEBUG received : 0.55733
DEBUG estimated : 0.46609
DEBUG received : 0.55733
DEBUG estimated : 0.46643
DEBUG received : 0.55733
DEBUG estimated : 0.46676
DEBUG received : 0.55733
DEBUG estimated : 0.46709
DEBUG received : 0.55733
DEBUG estimated : 0.46743
DEBUG received : 0.55733
DEBUG estimated : 0.46776
DEBUG received : 0.55733
DEBUG estimated : 0.46809
DEBUG received : 0.55733
DEBUG estimated : 0.46843
DEBUG received : 0.55733
DEBUG estimated : 0.46876
DEBUG received : 0.55733
DEBUG estimated : 0.46909
DEBUG received : 0.55733
DEBUG estimated : 0.46943
DEBUG received : 0.55733
DEBUG estimated : 0.46976
DEBUG received : 0.55733
DEBUG estimated : 0.47009
DEBUG received : 0.55733
DEBUG estimated : 0.47043
DEBUG received : 0.55733
DEBUG estimated : 0.47076
DEBUG received : 0.55733
DEBUG estimated : 0.47109
DEBUG received : 0.55733
DEBUG estimated : 0.47143
DEBUG received : 0.55733
DEBUG estimated : 0.47176
DEBUG received : 0.55733
DEBUG estimated : 0.47209
DEBUG received : 0.55733
DEBUG estimated : 0.47243
DEBUG received : 0.55733
DEBUG estimated : 0.47276
DEBUG received : 0.55733
DEBUG estimated : 0.47309
DEBUG received : 0.55733
DEBUG estimated : 0.47343
DEBUG received : 0.55733
DEBUG estimated : 0.47376
DEBUG received : 0.55733
DEBUG estimated : 0.47409
DEBUG received : 0.55733
DEBUG estimated : 0.47443
DEBUG received : 0.55733
DEBUG estimated : 0.47476
DEBUG received : 0.55733
DEBUG estimated : 0.47509
DEBUG received : 0.55733
DEBUG estimated : 0.47543
DEBUG received : 0.55733
DEBUG estimated : 0.47576
DEBUG received : 0.55733
DEBUG estimated : 0.47609
DEBUG received : 0.55733
DEBUG estimated : 0.47643
DEBUG received : 0.55733
DEBUG estimated : 0.47676
DEBUG received : 0.55733
DEBUG estimated : 0.47709
DEBUG received : 0.55733
DEBUG estimated : 0.47743
DEBUG received : 0.55733
DEBUG estimated : 0.47776
DEBUG received : 0.55733
DEBUG estimated : 0.47809
DEBUG received : 0.55733
DEBUG estimated : 0.47843
DEBUG received : 0.55733
DEBUG estimated : 0.47876
DEBUG received : 0.55733
DEBUG estimated : 0.47909
DEBUG received : 0.55733
DEBUG estimated : 0.47943
DEBUG received : 0.55733
DEBUG estimated : 0.47976
DEBUG received : 0.55733
DEBUG estimated : 0.48009
DEBUG received : 0.55733
DEBUG estimated : 0.48043
DEBUG received : 0.55733
DEBUG estimated : 0.48076
DEBUG received : 0.55733
DEBUG estimated : 0.48109
DEBUG received : 0.55733
DEBUG estimated : 0.48143
DEBUG received : 0.55733
DEBUG estimated : 0.48176
DEBUG received : 0.55733
DEBUG estimated : 0.48209
DEBUG received : 0.55733
DEBUG estimated : 0.48243
DEBUG received : 0.55733
DEBUG estimated : 0.48276
DEBUG received : 0.55733
DEBUG estimated : 0.48491
DEBUG received : 0.55733
DEBUG estimated : 0.48706
DEBUG received : 0.55733
DEBUG estimated : 0.48920
DEBUG received : 0.55733
DEBUG estimated : 0.49135
DEBUG received : 0.55733
DEBUG estimated : 0.49350
DEBUG received : 0.55733
DEBUG estimated : 0.49565
DEBUG received : 0.55733
DEBUG estimated : 0.49780
DEBUG received : 0.55733
DEBUG estimated : 0.49994
DEBUG received : 0.55733
DEBUG estimated : 0.50209
DEBUG received : 0.55733
DEBUG estimated : 0.50424
DEBUG received : 0.55733
DEBUG estimated : 0.50639
DEBUG received : 0.55733
DEBUG estimated : 0.50854
DEBUG received : 0.55733
DEBUG estimated : 0.51069
DEBUG received : 0.55733
DEBUG estimated : 0.51283
DEBUG received : 0.55733
DEBUG estimated : 0.51498
DEBUG received : 0.55733
DEBUG estimated : 0.51713
DEBUG received : 0.55733
DEBUG estimated : 0.51928
DEBUG received : 0.55733
DEBUG estimated : 0.52143
DEBUG received : 0.55733
DEBUG estimated : 0.52357
DEBUG received : 0.55733
DEBUG estimated : 0.52572
DEBUG received : 0.55733
DEBUG estimated : 0.52787
DEBUG received : 0.55733
DEBUG estimated : 0.53002
DEBUG received : 0.55733
DEBUG estimated : 0.53217
DEBUG received : 0.55733
DEBUG estimated : 0.53431
DEBUG received : 0.55733
DEBUG estimated : 0.53646
DEBUG received : 0.55733
DEBUG estimated : 0.53861
DEBUG received : 0.55733
DEBUG estimated : 0.54076
DEBUG received : 0.55733
DEBUG estimated : 0.54291
DEBUG received : 0.55733
DEBUG estimated : 0.54506
DEBUG received : 0.55733
DEBUG estimated : 0.54720
DEBUG received : 0.55733
DEBUG estimated : 0.54935
DEBUG received : 0.55733
DEBUG estimated : 0.55150
DEBUG received : 0.55733
DEBUG estimated : 0.55365
DEBUG received : 0.55733
DEBUG estimated : 0.55580
DEBUG received : 0.55733
DEBUG estimated : 0.55794
DEBUG received : 0.55733
DEBUG estimated : 0.56009
DEBUG received : 0.55733
DEBUG estimated : 0.56224
DEBUG received : 0.55733
DEBUG estimated : 0.56439
DEBUG received : 0.55733
DEBUG estimated : 0.56654
DEBUG received : 0.55733
DEBUG estimated : 0.56869
DEBUG received : 0.55733
DEBUG estimated : 0.57083
DEBUG received : 0.55733
DEBUG estimated : 0.57298
DEBUG received : 0.55733
DEBUG estimated : 0.57513
DEBUG received : 0.55733
DEBUG estimated : 0.57728
DEBUG received : 0.55733
DEBUG estimated : 0.57943
DEBUG received : 0.55733
DEBUG estimated : 0.58157
DEBUG received : 0.55733
DEBUG estimated : 0.58372
DEBUG received : 0.55733
DEBUG estimated : 0.58587
DEBUG received : 0.55733
DEBUG estimated : 0.58802
DEBUG received : 0.55733
DEBUG estimated : 0.59017
DEBUG received : 0.55733
DEBUG estimated : 0.59231
DEBUG received : 0.55733
DEBUG estimated : 0.59446
DEBUG received : 0.55733
DEBUG estimated : 0.59661
DEBUG received : 0.55733
DEBUG estimated : 0.59876
DEBUG received : 0.55733
DEBUG estimated : 0.60091
DEBUG received : 0.55733
DEBUG estimated : 0.60306
DEBUG received : 0.55733
DEBUG estimated : 0.60520
DEBUG received : 0.55733
DEBUG estimated : 0.60735
DEBUG received : 0.55733
DEBUG estimated : 0.60950
DEBUG received : 0.55733
DEBUG estimated : 0.61165
DEBUG received : 0.55733
DEBUG estimated : 0.61380
DEBUG received : 0.55733
DEBUG estimated : 0.61594
DEBUG received : 0.55733
DEBUG estimated : 0.61809
DEBUG received : 0.55733
DEBUG estimated : 0.62024
DEBUG received : 0.55733
DEBUG estimated : 0.62239
DEBUG received : 0.55733
DEBUG estimated : 0.62454
DEBUG received : 0.55733
DEBUG estimated : 0.62669
DEBUG received : 0.55733
DEBUG estimated : 0.62883
DEBUG received : 0.55733
DEBUG estimated : 0.63098
DEBUG received : 0.55733
DEBUG estimated : 0.63313
DEBUG received : 0.55733
DEBUG estimated : 0.63528
DEBUG received : 0.55733
DEBUG estimated : 0.63743
DEBUG received : 0.55733
DEBUG estimated : 0.63957
DEBUG received : 0.55733
DEBUG estimated : 0.64172
DEBUG received : 0.55733
DEBUG estimated : 0.64387
DEBUG received : 0.55733
DEBUG estimated : 0.64602
DEBUG received : 0.55733
DEBUG estimated : 0.64817
DEBUG received : 0.55733
DEBUG estimated : 0.65031
DEBUG received : 0.55733
DEBUG estimated : 0.65246
DEBUG received : 0.55733
DEBUG estimated : 0.65461
DEBUG received : 0.55733
DEBUG estimated : 0.65676
DEBUG received : 0.55733
DEBUG estimated : 0.65891
DEBUG received : 0.55733
DEBUG estimated : 0.66106
DEBUG received : 0.55733
DEBUG estimated : 0.66320
DEBUG received : 0.55733
DEBUG estimated : 0.66535
DEBUG received : 0.55733
DEBUG estimated : 0.66750
DEBUG received : 0.55733
DEBUG estimated : 0.66965
DEBUG received : 0.55733
DEBUG estimated : 0.67180
DEBUG received : 0.55733
DEBUG estimated : 0.67394
DEBUG received : 0.55733
DEBUG estimated : 0.67609
DEBUG received : 0.55733
DEBUG estimated : 0.67824
DEBUG received : 0.55733
DEBUG estimated : 0.68039
DEBUG received : 0.55733
DEBUG estimated : 0.68254
DEBUG received : 0.55733
DEBUG estimated : 0.68469
DEBUG received : 0.55733
DEBUG estimated : 0.68683
DEBUG received : 0.55733
DEBUG estimated : 0.68898
DEBUG received : 0.55733
DEBUG estimated : 0.69113
DEBUG received : 0.55733
DEBUG estimated : 0.69328
DEBUG received : 0.55733
DEBUG estimated : 0.69543
DEBUG received : 0.55733
DEBUG estimated : 0.69757
DEBUG received : 0.55733
DEBUG estimated : 0.69972
DEBUG received : 0.55733
DEBUG estimated : 0.70187
DEBUG received : 0.55733
DEBUG estimated : 0.70402
DEBUG received : 0.55733
DEBUG estimated : 0.70617
DEBUG received : 0.55733
DEBUG estimated : 0.70831
DEBUG received : 0.55733
DEBUG estimated : 0.71046
DEBUG received : 0.55733
DEBUG estimated : 0.71261
DEBUG received : 0.55733
DEBUG estimated : 0.71476
DEBUG received : 0.55733
DEBUG estimated : 0.71691
DEBUG received : 0.55733
DEBUG estimated : 0.71906
DEBUG received : 0.55733
DEBUG estimated : 0.72120
DEBUG received : 0.55733
DEBUG estimated : 0.72335
DEBUG received : 0.55733
DEBUG estimated : 0.72550
DEBUG received : 0.55733
DEBUG estimated : 0.72765
DEBUG received : 0.55733
DEBUG estimated : 0.72980
DEBUG received : 0.55733
DEBUG estimated : 0.73194
DEBUG received : 0.55733
DEBUG estimated : 0.73409
DEBUG received : 0.55733
DEBUG estimated : 0.73624
DEBUG received : 0.55733
DEBUG estimated : 0.73839
DEBUG received : 0.55733
DEBUG estimated : 0.74054
DEBUG received : 0.55733
DEBUG estimated : 0.74269
DEBUG received : 0.55733
DEBUG estimated : 0.74483
DEBUG received : 0.55733
DEBUG estimated : 0.74698
DEBUG received : 0.55733
DEBUG estimated : 0.74913
DEBUG received : 0.55733
DEBUG estimated : 0.75128
DEBUG received : 0.55733
DEBUG estimated : 0.75343
DEBUG received : 0.55733
DEBUG estimated : 0.75557
DEBUG received : 0.55733
DEBUG estimated : 0.75772
DEBUG received : 0.55733
DEBUG estimated : 0.75987
DEBUG received : 0.55733
DEBUG estimated : 0.76202
DEBUG received : 0.55733
DEBUG estimated : 0.76417
DEBUG received : 0.55733
DEBUG estimated : 0.76631
DEBUG received : 0.55733
DEBUG estimated : 0.76846
DEBUG received : 0.55733
DEBUG estimated : 0.77061
DEBUG received : 0.55733
DEBUG estimated : 0.77276
DEBUG received : 0.55733
DEBUG estimated : 0.77491
DEBUG received : 0.55733
DEBUG estimated : 0.77706
DEBUG received : 0.55733
DEBUG estimated : 0.77920
DEBUG received : 0.55733
DEBUG estimated : 0.78135
DEBUG received : 0.55733
DEBUG estimated : 0.78350
DEBUG received : 0.55733
DEBUG estimated : 0.78565
DEBUG received : 0.55733
DEBUG estimated : 0.78780
DEBUG received : 0.55733
DEBUG estimated : 0.78994
DEBUG received : 0.55733
DEBUG estimated : 0.79209
DEBUG received : 0.55733
DEBUG estimated : 0.79424
DEBUG received : 0.55733
DEBUG estimated : 0.79639
DEBUG received : 0.55733
DEBUG estimated : 0.79854
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.80069
DEBUG received : 0.55733
DEBUG estimated : 0.79887
DEBUG received : 0.55733
DEBUG estimated : 0.79706
DEBUG received : 0.55733
DEBUG estimated : 0.79524
DEBUG received : 0.55733
DEBUG estimated : 0.79343
DEBUG received : 0.55733
DEBUG estimated : 0.79161
DEBUG received : 0.55733
DEBUG estimated : 0.78980
DEBUG received : 0.55733
DEBUG estimated : 0.78798
DEBUG received : 0.55733
DEBUG estimated : 0.78617
DEBUG received : 0.55733
DEBUG estimated : 0.78435
DEBUG received : 0.55733
DEBUG estimated : 0.78254
DEBUG received : 0.55733
DEBUG estimated : 0.78072
DEBUG received : 0.55733
DEBUG estimated : 0.77891
DEBUG received : 0.55733
DEBUG estimated : 0.77709
DEBUG received : 0.55733
DEBUG estimated : 0.77528
DEBUG received : 0.55733
DEBUG estimated : 0.77346
DEBUG received : 0.55733
DEBUG estimated : 0.77165
DEBUG received : 0.55733
DEBUG estimated : 0.76983
DEBUG received : 0.55733
DEBUG estimated : 0.76802
DEBUG received : 0.55733
DEBUG estimated : 0.76620
DEBUG received : 0.55733
DEBUG estimated : 0.76439
DEBUG received : 0.55733
DEBUG estimated : 0.76257
DEBUG received : 0.55733
DEBUG estimated : 0.76076
DEBUG received : 0.55733
DEBUG estimated : 0.75894
DEBUG received : 0.55733
DEBUG estimated : 0.75713
DEBUG received : 0.55733
DEBUG estimated : 0.75531
DEBUG received : 0.55733
DEBUG estimated : 0.75350
DEBUG received : 0.55733
DEBUG estimated : 0.75169
DEBUG received : 0.55733
DEBUG estimated : 0.74987
DEBUG received : 0.55733
DEBUG estimated : 0.74806
DEBUG received : 0.55733
DEBUG estimated : 0.74624
DEBUG received : 0.55733
DEBUG estimated : 0.74443
DEBUG received : 0.55733
DEBUG estimated : 0.74261
DEBUG received : 0.55733
DEBUG estimated : 0.74080
DEBUG received : 0.55733
DEBUG estimated : 0.73898
DEBUG received : 0.55733
DEBUG estimated : 0.73717
DEBUG received : 0.55733
DEBUG estimated : 0.73535
DEBUG received : 0.55733
DEBUG estimated : 0.73354
DEBUG received : 0.55733
DEBUG estimated : 0.73172
DEBUG received : 0.55733
DEBUG estimated : 0.72991
DEBUG received : 0.55733
DEBUG estimated : 0.72809
DEBUG received : 0.55733
DEBUG estimated : 0.72628
DEBUG received : 0.55733
DEBUG estimated : 0.72446
DEBUG received : 0.55733
DEBUG estimated : 0.72265
DEBUG received : 0.55733
DEBUG estimated : 0.72083
DEBUG received : 0.55733
DEBUG estimated : 0.71902
DEBUG received : 0.55733
DEBUG estimated : 0.71720
DEBUG received : 0.55733
DEBUG estimated : 0.71539
DEBUG received : 0.55733
DEBUG estimated : 0.71357
DEBUG received : 0.55733
DEBUG estimated : 0.71176
DEBUG received : 0.55733
DEBUG estimated : 0.70994
DEBUG received : 0.55733
DEBUG estimated : 0.70813
DEBUG received : 0.55733
DEBUG estimated : 0.70631
DEBUG received : 0.55733
DEBUG estimated : 0.70450
DEBUG received : 0.55733
DEBUG estimated : 0.70269
DEBUG received : 0.55733
DEBUG estimated : 0.70087
DEBUG received : 0.55733
DEBUG estimated : 0.69906
DEBUG received : 0.55733
DEBUG estimated : 0.69724
DEBUG received : 0.55733
DEBUG estimated : 0.69543
DEBUG received : 0.55733
DEBUG estimated : 0.69361
DEBUG received : 0.55733
DEBUG estimated : 0.69180
DEBUG received : 0.55733
DEBUG estimated : 0.68998
DEBUG received : 0.55733
DEBUG estimated : 0.68817
DEBUG received : 0.55733
DEBUG estimated : 0.68635
DEBUG received : 0.55733
DEBUG estimated : 0.68454
DEBUG received : 0.55733
DEBUG estimated : 0.68272
DEBUG received : 0.55733
DEBUG estimated : 0.68091
DEBUG received : 0.55733
DEBUG estimated : 0.67909
DEBUG received : 0.55733
DEBUG estimated : 0.67728
DEBUG received : 0.55733
DEBUG estimated : 0.67546
DEBUG received : 0.55733
DEBUG estimated : 0.67365
DEBUG received : 0.55733
DEBUG estimated : 0.67183
DEBUG received : 0.55733
